packet_count,byte_count,unique_ips,unique_ports,tcp_syn_count,tcp_ack_count,tcp_fin_count,tcp_count,udp_count,icmp_count,avg_packet_size,median_packet_size,max_packet_size,min_packet_size,std_dev_packet_size,rate_of_change_packet_count,rate_of_change_byte_count,start_time
12647,6116791,258,821,556,10975,594,11293,1354,0,483.6554914208903,74,5668,60,718.7247104802708,2156,3339404,11:38:15.000
20697,13288110,310,1288,787,17737,726,18190,2507,0,642.0307290911726,90,13194,60,913.8000783531908,8050,7171319,11:39:00.000
23365,13268808,336,1408,1034,20394,1154,20976,2386,3,567.8924887652472,78,13194,60,866.2080119478752,2668,-19302,11:39:45.000
12206,6036979,300,1036,612,10255,719,10620,1585,1,494.5911027363592,77,5894,60,817.4012681741199,-11159,-7231829,11:40:30.000
10974,8091629,228,628,355,9775,298,10000,974,0,737.3454528886459,119,6030,60,887.7222436056722,0,0,11:41:15.000
14125,8263315,312,861,387,10750,637,11031,3094,0,585.0134513274336,86,5710,60,752.3437903401361,3151,171686,11:42:00.000
12312,4322440,244,941,725,10302,987,10960,1351,1,351.0753736192333,74,6098,60,608.8634462961568,-1813,-3940875,11:42:45.000
23427,10122525,315,1635,1459,19495,1656,20817,2610,0,432.08797541298503,76,5473,60,728.138457533083,11115,5800085,11:43:30.000
13057,4097963,258,978,905,11002,1080,11840,1217,0,313.85180363023665,74,5473,60,546.7548894242394,-10370,-6024562,11:44:15.000
15773,7152072,216,1000,819,13343,824,14074,1699,0,453.4376466112978,78,4832,60,710.4950931343694,2716,3054109,11:45:00.000
11782,4637538,250,793,576,10223,818,10813,966,3,393.6121201833305,74,5574,60,668.3853442248605,-3991,-2514534,11:45:45.000
35380,20609631,365,2082,1698,30298,1447,31570,3807,3,582.5220746184285,91,5574,60,803.1506972562343,23598,15972093,11:46:30.000
19305,11862571,265,1006,624,17365,705,17906,1399,0,614.4817922817923,74,4434,60,812.7753654979714,-16075,-8747060,11:47:15.000
14877,7064544,291,1136,638,12419,735,13017,1860,0,474.8634805404315,74,7056,60,793.8604407515779,-4428,-4798027,11:48:00.000
18273,9103435,276,965,786,16829,1232,17369,900,0,498.19049964428393,74,4434,60,713.7216465334819,3396,2038891,11:48:45.000
12058,5218166,189,646,558,10901,920,11284,770,0,432.7555150107812,74,4410,60,637.5191686800191,-6215,-3885269,11:49:30.000
8351,3747644,191,542,422,7167,616,7546,805,0,448.7658962998443,78,4434,60,703.3736315021118,-3707,-1470522,11:50:15.000
14702,7636867,239,952,769,12185,780,12720,1982,0,519.4440892395593,85,4434,60,798.3907095152567,6351,3889223,11:51:00.000
15878,9625487,240,1052,633,12965,612,13319,2559,0,606.2153293865726,92,5574,60,884.9676046138517,1176,1988620,11:51:45.000
16877,12861770,243,796,537,15135,515,15483,1394,0,762.0886413462108,95,5574,60,986.0321347224187,999,3236283,11:52:30.000
21533,12507304,296,1382,907,18272,568,18870,2663,0,580.8435424696977,85,5538,60,878.3058001207163,4656,-354466,11:53:15.000
24759,13842281,434,1589,1106,21068,1156,21919,2840,0,559.0807787067329,78,5538,60,871.1938064217749,3226,1334977,11:54:00.000
18095,9203247,372,1289,818,15146,965,15789,2306,0,508.60718430505665,75,4434,60,814.4181053938049,-6664,-4639034,11:54:45.000
12825,6220716,243,760,549,11461,842,11917,908,0,485.04608187134505,76,4434,60,690.1044520067495,-5270,-2982531,11:55:30.000
4577,2024217,130,344,219,4018,279,4191,386,0,442.2584662442648,78,4434,60,663.8764022631296,-8248,-4196499,11:56:15.000
12760,7800647,163,635,619,11714,704,12090,670,0,611.3359717868339,85,4434,60,800.8128824041753,0,0,11:57:00.000
38158,22739422,302,1781,1614,33567,1763,34863,3289,6,595.9280360605902,86,5558,60,804.6217714190288,25398,14938775,11:57:45.000
9276,2155227,233,752,516,8026,826,8500,776,0,232.34443725743856,66,5558,60,437.14499038401743,-28882,-20584195,11:58:30.000
11329,5205600,216,789,561,9556,647,10117,1212,0,459.4933356871745,74,4711,60,781.0458880861049,2053,3050373,11:59:15.000
9495,4868092,198,638,460,8065,463,8498,997,0,512.7005792522381,77,4711,60,830.7377305827761,-1834,-337508,12:00:00.000
21684,12315591,332,1661,898,16268,786,16791,4893,0,567.957526286663,95,5538,60,819.7478213932442,12189,7447499,12:00:45.000
17885,7920610,332,1187,841,14743,1120,15213,2672,0,442.86329326251047,81,4434,60,678.6654815343281,-3799,-4394981,12:01:30.000
32603,19978966,297,1462,1295,29009,1176,29826,2777,0,612.7953255835353,92,5894,60,808.9215619592583,14718,12058356,12:02:15.000
23918,11824950,267,1344,887,20794,865,21330,2582,6,494.39543440086965,92,4434,60,697.6998153645734,-8685,-8154016,12:03:00.000
18828,10644619,267,852,608,17365,684,17821,1007,0,565.3611111111111,91,4434,60,765.5733665377668,-5090,-1180331,12:03:45.000
23138,16211786,254,944,601,19785,655,20212,2922,0,700.6563229319734,112,4434,60,786.189481056932,4310,5567167,12:04:30.000
18828,9070756,299,1168,1075,16186,1371,16985,1839,0,481.76949224559166,78,4434,60,712.0245447945518,-4310,-7141030,12:05:15.000
18455,10658462,187,823,879,16631,1217,17416,1039,0,577.5379030073151,89,5538,60,792.9064283576404,-373,1587706,12:06:00.000
20910,10881723,231,1107,1163,18146,1122,19030,1880,0,520.4076040172166,78,6408,60,815.1961215819415,2455,223261,12:06:45.000
15546,7968368,231,936,721,13336,839,13956,1590,0,512.5670912131739,79,4881,60,832.0631700218046,-5364,-2913355,12:07:30.000
10023,2571491,204,679,664,8654,961,9370,653,0,256.5590142671855,66,4410,60,460.59666360633184,-5523,-5396877,12:08:15.000
8983,2047125,202,853,636,6775,765,7484,1499,0,227.8887899365468,74,4434,60,402.5219323636137,-1040,-524366,12:09:00.000
6988,2611013,150,514,360,5794,441,6216,772,0,373.64238694905555,78,5574,60,647.3373389608051,-1995,563888,12:09:45.000
1852,1297849,48,84,58,1696,76,1774,78,0,700.7823974082073,103,5574,60,897.0683116579597,-5136,-1313164,12:10:30.000
612,685394,11,10,4,610,3,612,0,0,1119.924836601307,1484,4344,60,1162.6411633615153,0,0,12:11:15.000
3802,1425250,90,231,222,3339,291,3572,230,0,374.86849026827986,76,4344,60,680.5938116187772,3190,739856,12:12:00.000
14247,6553993,212,951,797,11334,650,11817,2430,0,460.02618095037553,92,4502,60,706.1831945287998,10445,5128743,12:12:45.000
23278,11747625,308,1403,1316,19118,1246,19971,3307,0,504.66642323223647,86,4502,60,787.1562441425559,9031,5193632,12:13:30.000
21663,10819524,328,1454,1231,17266,1225,17993,3670,0,499.4471679822739,85,8574,60,793.2985860896082,-1615,-928101,12:14:15.000
11555,8508878,203,497,304,8586,403,8791,2764,0,736.3806144526179,107,8574,60,885.7622459709671,-10108,-2310646,12:15:00.000
19640,13205634,200,780,632,15544,650,16042,3595,3,672.3846232179226,106,4786,60,816.8888877420272,8085,4696756,12:15:45.000
24347,14367828,240,1246,1019,20910,1102,21769,2576,0,590.1272436029079,86,4787,60,838.2622526477103,4707,1162194,12:16:30.000
14015,4384665,235,971,994,12097,1336,12867,1146,0,312.8551551908669,66,4434,60,576.2454589551514,-10332,-9983163,12:17:15.000
13959,4087577,194,931,973,12056,1296,12807,1152,0,292.8273515294792,66,4434,60,552.7531682782949,-56,-297088,12:18:00.000
11202,4492664,226,981,734,8859,676,9436,1766,0,401.05909658989464,81,4434,60,671.5173536320926,-2757,405087,12:18:45.000
27348,13128812,329,2021,1747,22295,1273,23491,3857,0,480.06479450051194,82,5443,60,727.7372814392728,16146,8636148,12:19:30.000
17022,5511495,313,1260,882,14348,1121,15170,1852,0,323.78657032076137,66,5443,60,571.7878939783757,-10326,-7617317,12:20:15.000
15245,5925497,291,1089,718,12750,1007,13517,1724,0,388.68461790751064,66,5894,60,698.5148412969453,-1777,414002,12:21:00.000
16190,8868942,218,1028,608,13845,763,14497,1689,0,547.8037059913527,86,4434,60,761.3618635217432,945,2943445,12:21:45.000
13717,5155980,264,1116,765,10703,901,11271,2437,9,375.8824815921849,81,4668,60,641.6817796594527,-2473,-3712962,12:22:30.000
36325,25913334,315,1394,1365,32023,1414,32943,3382,0,713.3746455609084,96,10202,60,919.473486468427,22608,20757354,12:23:15.000
31655,18369618,282,1258,1383,28000,1619,28882,2773,0,580.3069973148002,81,4638,60,802.9701575066557,-4670,-7543716,12:24:00.000
8865,4249481,162,557,438,7878,473,8167,698,0,479.35487873660463,78,4787,60,759.1480209523755,-22790,-14120137,12:24:45.000
9970,4872903,145,531,481,8907,752,9411,559,0,488.7565697091274,78,4787,60,767.7675289794125,1105,623422,12:25:30.000
975,392071,53,98,47,847,90,921,54,0,402.12410256410254,72,4434,60,705.8433588004203,-8995,-4480832,12:26:15.000
723,138750,37,65,38,582,66,636,87,0,191.90871369294607,78,2668,60,307.17097562159245,0,0,12:27:00.000
6946,2324961,116,429,388,5439,474,5785,1161,0,334.71940685286495,80,4434,60,554.7763195870347,6223,2186211,12:27:45.000
15437,7127839,227,1093,880,12313,918,12972,2462,3,461.73731942734986,86,5538,60,691.0140122210684,8491,4802878,12:28:30.000
15375,6331412,243,907,790,13110,944,13839,1536,0,411.79915447154474,78,5538,60,606.8779270394615,-62,-796427,12:29:15.000
25879,12547415,319,1663,1280,20841,1167,21826,4053,0,484.8492986591445,83,4450,60,727.1333193496916,10504,6216003,12:30:00.000
18554,8939225,312,1263,816,15826,1155,16604,1935,15,481.7950307211383,72,4787,60,810.5143250667578,-7325,-3608190,12:30:45.000
14261,7110072,241,857,589,12132,812,12789,1428,40,498.56756188205594,72,4787,60,834.946042266533,-4293,-1829153,12:31:30.000
18885,9687189,277,1298,1025,15732,1053,16719,2166,0,512.9567911040508,83,5858,60,802.0779698203866,4624,2577117,12:32:15.000
23633,10994841,312,1451,1317,19938,1287,21046,2587,0,465.23255617145514,80,5858,60,711.6766455176737,4748,1307652,12:33:00.000
17055,7141970,266,1047,852,14748,993,15503,1552,0,418.76106713573733,74,4622,60,685.0456359023059,-6578,-3852871,12:33:45.000
16624,5837375,282,1175,955,13495,1049,14268,2356,0,351.1414220404235,75,5574,60,593.8184015873903,-431,-1304595,12:34:30.000
15489,5175916,297,1088,948,11128,1097,11967,3522,0,334.16721544321774,79,4260,60,529.9561611676107,-1135,-661459,12:35:15.000
11626,4657161,190,708,628,9534,735,10232,1394,0,400.5815413727851,76,4625,60,697.7676620734977,-3863,-518755,12:36:00.000
20089,10562460,214,1064,1188,17178,1145,18307,1782,0,525.7832644730947,78,4787,60,799.8723520024597,8463,5905299,12:36:45.000
17138,7434276,260,1386,992,13361,704,14205,2921,0,433.78900688528415,84,5002,60,696.6312292006282,-2951,-3128184,12:37:30.000
15954,7265905,256,1094,728,12764,764,13410,2540,0,455.428419205215,74,4434,60,751.2328973341424,-1184,-168371,12:38:15.000
9723,2327809,245,795,669,8233,938,8864,859,0,239.41262984675512,66,4434,60,455.75100500050513,-6231,-4938096,12:39:00.000
11206,5291812,178,648,519,9846,790,10342,864,0,472.23023380331966,74,4434,60,725.3041435564019,1483,2964003,12:39:45.000
7203,2333786,149,450,408,5376,553,5812,1391,0,324.00194363459667,78,4434,60,541.3328263911177,-4003,-2958026,12:40:30.000
7406,2196531,170,508,493,6338,685,6805,601,0,296.58803672697815,72,4188,60,495.2534737426165,203,-137255,12:41:15.000
7337,2725646,153,445,488,6380,636,6852,485,0,371.49325337331334,74,4434,60,591.6780605557872,-69,529115,12:42:00.000
15708,7894259,167,923,999,13589,1054,14406,1302,0,502.56296154825566,74,5858,60,766.5976183767234,8371,5168613,12:42:45.000
4393,1850069,104,307,301,3892,364,4160,233,0,421.1402230821762,74,5858,60,715.7916951750241,-11315,-6044190,12:43:30.000
5409,1475805,137,386,363,4621,496,5044,365,0,272.8424847476428,66,4260,60,479.31795958184796,0,0,12:44:15.000
20308,12423947,278,1277,1040,16489,941,17248,3060,0,611.7759996060665,91,10202,60,911.6076431110224,14899,10948142,12:45:00.000
19761,11929743,256,1162,963,16827,1083,17604,2157,0,603.7013815090329,86,10202,60,906.4322212022475,-547,-494204,12:45:45.000
15829,8115071,246,910,810,12659,746,13228,2601,0,512.6711099879967,80,6083,60,799.5582908526458,-3932,-3814672,12:46:30.000
11496,5605493,223,658,544,9245,752,9666,1830,0,487.6037752261656,80,12087,60,809.5931065068158,-4333,-2509578,12:47:15.000
8824,3940081,118,357,430,5727,591,6252,2572,0,446.51869900271987,81,4434,60,615.7385051480676,-2672,-1665412,12:48:00.000
6744,1852251,113,461,461,5422,544,5940,804,0,274.65169039145906,74,4434,60,487.8037163867872,-2080,-2087830,12:48:45.000
7579,2355787,134,520,545,6281,691,6856,723,0,310.83084839688615,74,4434,60,557.1344235924089,835,503536,12:49:30.000
15541,7361522,195,867,1112,13826,1344,14655,886,0,473.6839328228557,74,5894,60,727.1448196858395,7962,5005735,12:50:15.000
13029,5701651,161,653,737,10771,999,11440,1589,0,437.61232634891394,78,5894,60,648.4544657657195,-2512,-1659871,12:51:00.000
18036,8893538,191,1061,1051,14737,1107,15620,2416,0,493.0992459525394,80,5894,60,714.6746309621675,5007,3191887,12:51:45.000
12913,6064607,169,838,760,10831,742,11445,1468,0,469.651281654147,76,5699,60,714.1778293024194,-5123,-2828931,12:52:30.000
6050,1472055,132,454,388,4928,463,5386,660,0,243.31487603305786,66,5699,60,482.3225201201751,-6863,-4592552,12:53:15.000
12525,5081325,197,1031,746,9564,693,10195,2330,0,405.6946107784431,85,5894,60,671.2222021220724,6475,3609270,12:54:00.000
12254,3604970,253,924,774,9817,941,10548,1706,0,294.1872041782275,74,5018,60,520.6365371655208,-271,-1476355,12:54:45.000
13896,6519176,272,961,717,11120,786,11606,2290,0,469.1404720782959,83,4925,60,792.7283539908004,1642,2914206,12:55:30.000
12567,6919658,217,667,574,10654,730,11071,1496,0,550.6213097795815,78,4925,60,849.3917349919492,-1329,400482,12:56:15.000
9887,4702464,233,614,481,8432,777,8748,1139,0,475.62091635480937,78,5894,60,836.0791221484199,-2680,-2217194,12:57:00.000
6146,2347488,154,402,317,5324,373,5558,588,0,381.95379108363164,74,4483,60,618.8715851184552,-3741,-2354976,12:57:45.000
4359,1399067,139,371,224,3694,269,3896,463,0,320.96054140857996,66,5538,60,545.5971779782501,-1787,-948421,12:58:30.000
5861,2189333,156,441,324,4999,364,5243,618,0,373.5425695273844,78,5538,60,603.9662362879362,1502,790266,12:59:15.000
9375,3108926,217,769,688,7730,831,8284,1091,0,331.6187733333333,74,4434,60,552.6556397609356,3514,919593,13:00:00.000
12376,5393717,195,725,800,10897,1041,11554,822,0,435.8207013574661,78,4434,60,649.6376896072492,3001,2284791,13:00:45.000
9436,3956758,154,593,530,7293,650,7753,1683,0,419.3257736328953,82,11734,60,674.0573423853962,-2940,-1436959,13:01:30.000
4048,1334769,117,342,272,3183,366,3527,521,0,329.73542490118575,74,23414,60,826.7469675360511,-5388,-2621989,13:02:15.000
5692,1992621,114,360,350,4726,404,5138,554,0,350.0739634574842,90,23414,60,772.803540814394,1644,657852,13:03:00.000
5191,1468996,105,359,332,4171,401,4588,601,0,282.9890194567521,81,5894,60,520.1912952920001,-501,-523625,13:03:45.000
8220,2919011,115,558,670,6934,725,7441,779,0,355.1108272506083,74,4410,60,607.0350910018346,3029,1450015,13:04:30.000
22773,10996252,307,1563,1357,18403,995,19341,3432,0,482.86356650419356,89,5538,60,707.3078992082006,14553,8077241,13:05:15.000
13621,5227763,277,1051,842,11295,957,11892,1729,0,383.801703252331,74,5538,60,596.6166903281387,-9152,-5768489,13:06:00.000
10414,5520775,208,749,513,8972,438,9280,1134,0,530.1301133090071,92,5894,60,781.9890299554503,-3207,293012,13:06:45.000
4212,1154392,157,383,137,2838,236,2926,1284,0,274.0721747388414,80,4410,60,444.9291470368331,0,0,13:07:30.000
20430,16300061,242,738,418,17938,606,18255,2173,0,797.8492902594224,79,5574,60,1106.0551531056008,16218,15145669,13:08:15.000
22957,17662451,269,905,667,20415,765,20825,2128,0,769.3710415123927,82,5587,60,1056.8756386970779,2527,1362390,13:09:00.000
8786,4243952,149,471,361,7572,452,7821,961,0,483.035738675165,92,4434,60,643.2348788376667,-14171,-13418499,13:09:45.000
7172,2765065,148,420,370,6173,562,6550,622,0,385.5361126603458,74,4434,60,600.8092771069101,-1614,-1478887,13:10:30.000
7327,2272381,175,616,597,5990,697,6475,852,0,310.13798280333015,74,4434,60,546.5203064912877,155,-492684,13:11:15.000
5188,1562975,123,373,355,4408,431,4723,465,0,301.26734772552044,78,3467,60,474.79432713740977,-2139,-709406,13:12:00.000
4203,1141376,104,295,258,3663,421,3966,237,0,271.56221746371637,66,4434,60,509.9803275096546,-985,-421599,13:12:45.000
5487,1565144,132,376,324,4018,434,4367,1120,0,285.2458538363404,78,5990,60,503.8878460786326,1284,423768,13:13:30.000
6309,1912157,139,534,387,4762,429,5190,1119,0,303.0840069741639,86,4832,60,545.6674911095151,822,347013,13:14:15.000
5244,2474344,117,349,261,4372,305,4711,533,0,471.8428680396644,86,5538,60,757.6094776456131,-1065,562187,13:15:00.000
11731,9485748,127,407,300,10649,325,10996,733,0,808.6052339953968,90,10274,60,1118.1541374988612,6487,7011404,13:15:45.000
14279,9616660,158,571,504,12197,665,12713,1562,0,673.4827368863366,82,10274,60,1021.4175608273048,2548,130912,13:16:30.000
9382,4138161,124,493,602,8412,790,8887,495,0,441.0745043700704,76,4434,60,704.418278252056,-4897,-5478499,13:17:15.000
16788,8672393,158,727,975,15458,1328,16174,614,0,516.582856802478,78,4434,60,721.4384152010995,7406,4534232,13:18:00.000
6017,2305593,117,342,361,5188,495,5570,445,0,383.17982383247465,78,4434,60,642.164397759227,-10771,-6366800,13:18:45.000
5429,2305100,108,289,300,4748,337,5071,356,0,424.59016393442624,78,4434,60,664.1975462058252,-588,-493,13:19:30.000
5723,2294963,94,354,294,4889,372,5266,457,0,401.0069893412546,74,4410,60,654.2294719310084,294,-10137,13:20:15.000
5990,2063419,109,362,408,5139,512,5598,392,0,344.4772954924875,74,4434,60,614.5631262359545,267,-231544,13:21:00.000
8965,2996735,187,747,706,7287,838,7888,1077,0,334.27049637479087,74,5414,60,591.2914262982629,2975,933316,13:21:45.000
4840,1780213,101,376,324,4025,416,4334,506,0,367.8126033057851,74,5414,60,655.7772230939069,-4125,-1216522,13:22:30.000
2481,794456,73,182,142,2052,214,2244,237,0,320.2160419185812,72,4434,60,605.0477571836894,-2359,-985757,13:23:15.000
2792,1152101,67,196,160,2317,232,2561,231,0,412.6436246418338,78,5538,60,732.3027929197635,311,357645,13:24:00.000
3832,1682656,74,294,192,2948,182,3160,668,0,439.10647181628394,92,5538,60,703.4382345542867,1040,530555,13:24:45.000
13675,8497513,117,614,633,12248,774,12730,941,0,621.3903473491773,97,4879,60,799.9397654803673,9843,6814857,13:25:30.000
14967,9148152,166,807,683,12971,702,13575,1392,0,611.2214872719984,103,23414,60,835.735722794204,1292,650639,13:26:15.000
15678,8885368,177,787,779,13957,857,14614,1064,0,566.7411659650465,80,4583,60,770.3804611743938,711,-262784,13:27:00.000
8841,2762572,162,519,577,7973,923,8502,339,0,312.47279719488745,66,23414,60,644.8668215036577,-6837,-6122796,13:27:45.000
11947,4983884,178,744,697,10383,871,11082,865,0,417.166150498033,78,4434,60,658.0734505932925,3106,2221312,13:28:30.000
6808,2087891,138,507,368,5678,442,6075,731,0,306.6819917743831,74,4434,60,553.033399027114,-5139,-2895993,13:29:15.000
5702,1663872,129,420,293,4836,440,5240,462,0,291.8049807085233,66,5858,60,545.8259078046293,-1106,-424019,13:30:00.000
11589,5593585,173,855,579,9469,536,10040,1549,0,482.66330140650615,83,5574,60,787.5992865270327,5887,3929713,13:30:45.000
20086,8858871,280,1692,1128,15617,970,16450,3636,0,441.0470476949119,83,6087,60,737.0794731121935,8497,3265286,13:31:30.000
9835,2673783,284,814,553,8522,890,8999,836,0,271.8640569395018,66,6087,60,487.26314009098957,-10251,-6185088,13:32:15.000
4812,1211950,187,427,274,4257,473,4582,230,0,251.85993349958437,66,5894,60,490.34531735980977,-5023,-1461833,13:33:00.000
10070,5586015,111,459,532,9181,740,9631,437,0,554.7184707050645,78,4434,60,784.163019783047,5258,4374065,13:33:45.000
6826,3856485,87,353,346,6095,410,6376,448,0,564.96996777029,91,4434,60,744.2345179467058,-3244,-1729530,13:34:30.000
3708,2143622,79,179,170,3333,248,3528,180,0,578.1073354908307,91,4434,60,832.503057790137,0,0,13:35:15.000
7275,2711154,112,463,422,6183,547,6557,716,0,372.6672164948454,77,4410,60,591.149537408388,3567,567532,13:36:00.000
5454,2034240,113,321,293,4780,456,5067,385,0,372.98129812981296,74,4718,60,586.8046608153367,-1821,-676914,13:36:45.000
1985,546461,84,157,127,1723,189,1857,128,0,275.29521410579343,72,4434,60,505.8595692290731,-3469,-1487779,13:37:30.000
2840,927492,83,220,185,2367,261,2561,279,0,326.58169014084507,76,4434,60,562.9442862158389,855,381031,13:38:15.000
8488,2766396,123,509,615,7290,829,7927,561,0,325.91847313854856,74,4434,60,549.9402479734742,5648,1838904,13:39:00.000
18924,11106096,219,862,875,16904,782,17680,1244,0,586.8788839568801,84,5574,60,771.0236745259696,10436,8339700,13:39:45.000
12060,5920309,218,829,544,10149,504,10688,1372,0,490.90456053067993,74,5574,60,754.2568394539533,-6864,-5185787,13:40:30.000
11649,4862451,196,854,576,9515,673,10096,1553,0,417.4135977337111,69,4680,60,697.1509320333977,-411,-1057858,13:41:15.000
8215,4802291,161,454,188,7287,448,7569,642,0,584.5758977480219,74,5574,60,888.255782309127,-3434,-60160,13:42:00.000
9147,4859324,178,566,524,8024,676,8441,706,0,531.2478408221275,74,4991,60,833.594134229289,932,57033,13:42:45.000
3946,1452902,119,329,304,3377,344,3558,388,0,368.1961479979726,78,4434,60,639.9683615986772,-5201,-3406422,13:43:30.000
15573,9367661,127,681,773,14344,899,14763,810,0,601.532203172157,91,4434,60,787.6770178896971,11627,7914759,13:44:15.000
18055,14202840,148,698,570,16518,677,16870,1185,0,786.6430351703129,92,4434,60,1016.7229744513108,2482,4835179,13:45:00.000
3286,705851,168,364,152,2724,364,2852,434,0,214.80553864881315,66,5538,60,431.3211331294899,-14769,-13496989,13:45:45.000
6946,4482254,171,487,237,5944,381,6133,813,0,645.3000287935503,92,5538,60,931.4920030122555,3660,3776403,13:46:30.000
10554,8169319,148,566,328,9314,337,9507,1047,0,774.0495546712147,100,5538,60,1006.6159261629476,3608,3687065,13:47:15.000
5572,3858631,118,375,213,4869,268,4988,584,0,692.5037688442211,77,4434,60,997.396175818003,-4982,-4310688,13:48:00.000
2673,1401202,81,209,102,2367,139,2436,237,0,524.2057613168724,91,4410,60,834.5352779407634,-2899,-2457429,13:48:45.000
4805,2698430,122,326,232,4209,229,4402,403,0,561.5879292403746,103,5685,60,821.7998596897179,2132,1297228,13:49:30.000
15527,8020354,231,975,1000,13432,931,14171,1356,0,516.5424099954918,74,10274,60,783.2217399486885,10722,5321924,13:50:15.000
7757,2134231,216,563,385,6827,642,7223,534,0,275.13613510377724,66,4410,60,499.7252817867198,-7770,-5886123,13:51:00.000
5014,1405753,167,392,258,4511,514,4724,290,0,280.36557638611885,66,4434,60,506.6798941514434,-2743,-728478,13:51:45.000
10517,4811769,166,739,636,8875,719,9433,1084,0,457.52296282209755,78,4434,60,744.6297036897386,5503,3406016,13:52:30.000
14588,7638074,206,964,899,12313,887,13008,1580,0,523.5860981628736,78,4434,60,802.7310114211987,4071,2826305,13:53:15.000
9846,4395233,178,629,579,8541,729,9040,806,0,446.3978265285395,74,4410,60,680.5035366906369,-4742,-3242841,13:54:00.000
10776,6977890,179,691,345,9213,392,9519,1257,0,647.5399034892354,90,4410,60,840.4873968685664,930,2582657,13:54:45.000
3077,1170460,139,247,48,2747,284,2803,274,0,380.3899902502437,66,5538,60,687.1396847658547,-7699,-5807430,13:55:30.000
6525,3813479,117,433,217,5564,268,5700,825,0,584.4412260536399,83,4570,60,898.4212986347651,3448,2643019,13:56:15.000
2758,491505,61,283,118,1981,151,2042,712,0,178.21065989847716,74,2962,60,316.6029959945625,-3767,-3321974,13:57:00.000
1008,160528,45,79,46,914,82,952,56,0,159.25396825396825,66,2962,60,285.9409435504796,-1750,-330977,13:57:45.000
8587,4368936,113,730,425,6591,234,6811,1776,0,508.7849074181903,92,5894,60,789.65969055809,7579,4208408,13:58:30.000
2178,277586,103,229,87,1876,168,1942,236,0,127.44995408631772,66,2974,60,283.5039990332735,-6409,-4091350,13:59:15.000
7485,4019094,141,600,341,6122,330,6311,1174,0,536.9531062124248,86,5734,60,813.6431711497597,5307,3741508,14:00:00.000
5727,2642108,141,477,226,4987,302,5125,602,0,461.342413130784,72,5574,60,729.7488280969984,-1758,-1376986,14:00:45.000
6271,3815974,96,326,182,5641,208,5748,523,0,608.5112422261202,74,5574,60,834.9398189026789,544,1173866,14:01:30.000
15092,8488819,220,1223,724,12138,420,12546,2546,0,562.4714418234827,88,5894,60,799.7517850874515,8821,4672845,14:02:15.000
7003,3279764,180,438,155,6364,272,6467,536,0,468.3369984292446,66,5574,60,750.0244337667556,-8089,-5209055,14:03:00.000
10035,5210412,179,719,334,8409,221,8581,1454,0,519.2239162929745,86,4434,60,760.8251173422647,3032,1930648,14:03:45.000
133,19386,27,47,4,89,10,91,42,0,145.7593984962406,66,1514,60,254.06556345158043,-9902,-5191026,14:04:30.000
6030,4212467,109,360,119,5513,147,5588,442,0,698.5849087893864,102,4344,60,813.9483626042696,0,0,14:05:15.000
17432,11353282,190,959,467,15289,469,15614,1818,0,651.2896971087655,97,5743,60,830.3529818816858,11402,7140815,14:06:00.000
3610,600212,130,422,130,2997,199,3083,527,0,166.26371191135735,66,4141,60,335.55511742070104,-13822,-10753070,14:06:45.000
6776,3723867,117,486,180,5804,270,5918,858,0,549.5671487603306,82,5538,60,830.252243594674,3166,3123655,14:07:30.000
6209,3634228,100,396,159,5296,261,5425,784,0,585.3161539700435,94,9642,60,873.9903968492868,-567,-89639,14:08:15.000
9384,5635743,140,721,411,7655,234,7932,1452,0,600.5693734015346,95,4434,60,852.3410900859419,3175,2001515,14:09:00.000
22007,16479698,167,1098,663,19083,347,19476,2531,0,748.8389148907166,97,4786,60,976.7420201208905,12623,10843955,14:09:45.000
6092,1930293,140,408,120,5398,184,5464,628,0,316.85702560735393,66,4434,60,531.9761268626168,-15915,-14549405,14:10:30.000
15724,8417456,197,1023,625,13364,550,13986,1738,0,535.3253625031798,88,4410,60,758.5148155130205,9632,6487163,14:11:15.000
5693,1694334,149,444,158,4953,272,5128,565,0,297.61707359915687,66,4410,60,539.775220312227,-10031,-6723122,14:12:00.000
5142,1748304,138,434,140,4278,226,4445,697,0,340.00466744457407,66,4434,60,588.2106468351153,-551,53970,14:12:45.000
18737,10740949,210,1389,825,15089,593,15582,3151,0,573.2480653252923,89,5574,60,854.999295386177,13595,8992645,14:13:30.000
23097,13904614,255,1522,751,19156,598,19666,3427,0,602.0095250465429,85,5574,60,856.5920120130972,4360,3163665,14:14:15.000
5011,807063,169,445,113,4611,273,4687,324,0,161.05827180203553,66,3174,60,316.5375745744529,-18086,-13097551,14:15:00.000
11815,4681907,211,989,505,9722,597,10134,1681,0,396.26804909013964,74,8433,60,694.2184602815719,6804,3874844,14:15:45.000
10296,5829065,184,876,320,8559,494,8789,1507,0,566.1485042735043,78,4995,60,885.5264106093341,-1519,1147158,14:16:30.000
17076,10234319,197,1201,616,14222,513,14590,2486,0,599.3393651909112,92,4452,60,858.3068031333836,6780,4405254,14:17:15.000
24765,12848209,247,2254,1088,18141,590,18791,5974,0,518.8051282051282,97,5685,60,766.1236856395828,7689,2613890,14:18:00.000
18802,7626249,234,1875,788,13476,593,13986,4816,0,405.60839272417826,88,4774,60,660.7913616049614,-5963,-5221960,14:18:45.000
